Customer Status,Customer ID,Age,City,Zip Code,Latitude,Longitude,Internet Type,Phone Service,Gender,Tenure in Months,Monthly Charge,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Payment Method,Streaming Movies,Streaming TV
Stayed,6543-JXSOO,30,Clipper Mills,95930,39.562239,-121.14836,DSL,Yes,Female,23.0,57.75,41.0,Yes,Yes,No,Yes,One Year,Yes,Credit Card,No,No
Churned,6543-XRMYR,73,Stockton,95209,38.044523,-121.348048,Fiber Optic,Yes,Female,30.0,99.7,8.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6546-OPBBH,40,Santa Ana,92704,33.719869,-117.907063,,Yes,Male,51.0,23.95,,,,,,One Year,Yes,Credit Card,,
Stayed,6549-BTYPG,19,Sebastopol,95472,38.398815,-122.861923,DSL,No,Female,60.0,60.8,69.0,No,Yes,Yes,Yes,Two Year,No,Credit Card,Yes,Yes
Stayed,6549-NNDYT,59,Fresno,93720,36.878709,-119.7645,Cable,No,Female,13.0,30.85,7.0,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Stayed,6549-YMFAW,70,Los Olivos,93441,34.70434,-120.02609,,Yes,Male,9.0,21.25,,,,,,One Year,Yes,Credit Card,,
Stayed,6551-GNYDG,33,Long Beach,90808,33.823943,-118.111335,Fiber Optic,Yes,Female,14.0,80.9,19.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,No
Stayed,6551-VLJMV,44,Hemet,92543,33.739415,-116.968339,,Yes,Male,34.0,20.05,,,,,,Two Year,No,Credit Card,,
Stayed,6551-ZCOTS,73,Torrance,90503,33.840399,-118.353714,,Yes,Male,33.0,24.9,,,,,,One Year,Yes,Bank Withdrawal,,
Stayed,6556-DBKZF,38,Chula Vista,91915,32.605012,-116.97595,Fiber Optic,Yes,Female,71.0,76.05,10.0,No,No,Yes,No,Two Year,No,Bank Withdrawal,No,No
Stayed,6557-BZXLQ,66,Cabazon,92230,33.929812,-116.76058,Fiber Optic,Yes,Male,16.0,69.65,24.0,No,No,No,No,Two Year,No,Bank Withdrawal,No,No
Churned,6559-ILWKJ,44,Fresno,93722,36.78979,-119.929894,Cable,No,Male,71.0,49.35,25.0,No,Yes,No,No,Two Year,No,Bank Withdrawal,Yes,Yes
Stayed,6559-PDZLR,26,Desert Center,92239,33.889605,-115.257009,Fiber Optic,Yes,Male,26.0,98.65,76.0,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6559-RAKOZ,61,Orange Cove,93646,36.633498,-119.298895,Fiber Optic,Yes,Male,49.0,97.95,18.0,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,6563-VNPMN,80,Sylmar,91342,34.321621,-118.399841,Fiber Optic,Yes,Female,45.0,85.7,20.0,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,No
Stayed,6563-VRERX,63,San Diego,92121,32.898613,-117.202937,,Yes,Male,33.0,20.6,,,,,,One Year,No,Credit Card,,
Churned,6567-HOOPW,69,Folsom,95630,38.672638,-121.147403,Fiber Optic,Yes,Female,1.0,-7.0,24.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,Yes
Stayed,6568-POCUI,51,Strawberry Valley,95981,39.58458,-121.093256,Fiber Optic,Yes,Female,45.0,95.2,18.0,No,No,No,Yes,Two Year,Yes,Credit Card,Yes,Yes
Joined,6569-KTMDU,28,Sacramento,95826,38.542532,-121.378826,,Yes,Female,1.0,19.1,,,,,,Month-to-Month,No,Mailed Check,,
Stayed,6572-ADKRS,19,Los Angeles,90040,33.994524,-118.149953,Fiber Optic,Yes,Female,46.0,74.8,69.0,No,No,Yes,No,Month-to-Month,Yes,Credit Card,No,No
Stayed,6574-MCOEH,47,Escondido,92026,33.21846,-117.116916,Cable,Yes,Female,33.0,79.15,18.0,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,6575-SUVOI,65,Los Angeles,90062,34.003553,-118.308933,DSL,Yes,Female,25.0,69.5,2.0,Yes,No,No,Yes,One Year,Yes,Credit Card,No,Yes
Stayed,6576-FBXOJ,29,Yuba City,95991,39.02741,-121.614982,DSL,No,Male,17.0,54.6,27.0,No,No,Yes,Yes,One Year,No,Bank Withdrawal,Yes,Yes
Stayed,6578-KRMAW,22,Planada,95365,37.329725,-120.306399,Fiber Optic,Yes,Male,32.0,93.4,85.0,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,Yes,No
Joined,6579-JPICP,31,Riverside,92505,33.920907,-117.489426,,Yes,Male,1.0,20.4,,,,,,Month-to-Month,No,Mailed Check,,
Churned,6581-NQCBA,36,Snelling,95369,37.521708,-120.426843,DSL,No,Female,16.0,49.95,29.0,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Joined,6582-OIVSP,25,Glendale,91203,34.153338,-118.262974,Cable,Yes,Female,1.0,45.3,41.0,No,No,No,No,Month-to-Month,No,Credit Card,No,No
Stayed,6582-PLFUU,40,Cedarville,96104,41.505916,-120.152505,,Yes,Male,51.0,19.55,,,,,,Two Year,No,Credit Card,,
Stayed,6583-KQJLK,66,Twin Bridges,95735,38.805481,-120.13287,Fiber Optic,Yes,Female,15.0,94.65,19.0,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,Yes,Yes
Churned,6583-QGCSI,79,Indian Wells,92210,33.537646,-116.291089,Fiber Optic,Yes,Female,50.0,88.05,4.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,No,Yes
Stayed,6583-SZVGP,59,Indio,92203,33.752938,-116.230055,Fiber Optic,Yes,Male,48.0,108.1,4.0,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,6584-VQMYT,19,San Jose,95138,37.246064,-121.749494,DSL,Yes,Male,27.0,56.2,59.0,Yes,Yes,No,No,One Year,No,Credit Card,No,No
Stayed,6585-WCEWR,24,Fresno,93728,36.757345,-119.818274,,Yes,Male,72.0,20.35,,,,,,Two Year,No,Bank Withdrawal,,
Stayed,6586-MYGKD,46,Newport Beach,92662,33.606336,-117.893042,DSL,Yes,Male,70.0,76.95,18.0,Yes,No,No,Yes,Two Year,Yes,Credit Card,Yes,Yes
Stayed,6586-PSJOX,62,Earlimart,93219,35.858054,-119.305858,DSL,Yes,Male,15.0,55.2,11.0,No,No,Yes,Yes,One Year,No,Credit Card,No,No
Stayed,6591-QGOYB,29,Surfside,90743,33.728273,-118.085304,Fiber Optic,Yes,Male,17.0,106.65,59.0,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,Yes
Churned,6595-COKXZ,63,Plymouth,95669,38.489273,-120.891614,Cable,Yes,Female,1.0,44.45,22.0,No,No,No,No,Month-to-Month,Yes,Mailed Check,No,No
Churned,6595-YGXIT,71,Boulder Creek,95006,37.171727,-122.142961,Fiber Optic,Yes,Male,25.0,88.95,23.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,No,Yes
Stayed,6598-KELSS,40,San Diego,92108,32.774046,-117.142454,DSL,No,Male,50.0,43.05,76.0,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,No,Yes
Churned,6598-RFFVI,56,San Bernardino,92405,34.142747,-117.300864,,Yes,Male,2.0,19.3,,,,,,One Year,No,Credit Card,,
Churned,6599-CEBNN,63,San Diego,92122,32.85723,-117.209774,Fiber Optic,Yes,Female,34.0,73.95,14.0,No,Yes,No,No,Month-to-Month,Yes,Credit Card,No,No
Stayed,6599-GZWCM,39,San Jose,95129,37.305622,-122.000887,Fiber Optic,Yes,Female,13.0,74.65,15.0,No,Yes,No,No,One Year,Yes,Credit Card,No,No
Churned,6599-RCLCJ,54,Fallbrook,92028,33.362575,-117.299644,Fiber Optic,Yes,Male,47.0,109.55,20.0,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6599-SFQVE,27,Santa Clara,95051,37.348129,-121.98469,Cable,Yes,Female,6.0,55.0,58.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,No
Stayed,6603-QWSPR,20,Galt,95632,38.274451,-121.259201,Fiber Optic,Yes,Female,46.0,104.4,82.0,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,6603-YRDCJ,19,San Francisco,94124,37.731505,-122.384532,DSL,Yes,Male,33.0,61.05,52.0,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,No,No
Churned,6608-QQLVK,35,Bangor,95914,39.396585,-121.38029,DSL,Yes,Male,1.0,50.5,28.0,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Stayed,6609-MXJHJ,39,Long Beach,90808,33.823943,-118.111335,,Yes,Female,30.0,25.1,,,,,,Two Year,Yes,Credit Card,,
Stayed,6614-FHDBO,49,Rancho Cucamonga,91701,34.132275,-117.611478,Fiber Optic,Yes,Male,72.0,109.2,22.0,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Yes,Yes
Stayed,6614-VBEGU,23,Loma Linda,92354,34.049315,-117.255974,DSL,Yes,Female,24.0,69.45,59.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6614-YOLAC,31,Oakland,94602,37.803883,-122.208417,Cable,No,Female,71.0,58.65,8.0,Yes,Yes,No,Yes,Two Year,No,Credit Card,Yes,Yes
Stayed,6614-YWYSC,68,Sultana,93666,36.545353,-119.338535,,Yes,Male,61.0,25.0,,,,,,Two Year,No,Bank Withdrawal,,
Churned,6615-NGGZJ,56,Buellton,93427,34.631362,-120.238218,Fiber Optic,Yes,Male,14.0,100.55,27.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Churned,6615-ZGEDR,42,Smith River,95567,41.950683,-124.097094,,Yes,Male,1.0,19.7,,,,,,Month-to-Month,No,Mailed Check,,
Stayed,6616-AALSR,23,Citrus Heights,95610,38.69508,-121.271616,Fiber Optic,Yes,Female,65.0,104.3,59.0,Yes,No,Yes,No,Two Year,Yes,Credit Card,Yes,Yes
Stayed,6617-WLBQC,51,Beverly Hills,90212,34.062095,-118.401508,Fiber Optic,Yes,Female,23.0,81.85,30.0,Yes,No,No,No,One Year,No,Credit Card,No,No
Churned,6618-RYATB,56,North Hollywood,91605,34.207295,-118.400022,Fiber Optic,Yes,Female,1.0,79.55,10.0,No,No,Yes,No,Month-to-Month,Yes,Credit Card,No,No
Stayed,6619-RPLQZ,24,June Lake,93529,37.730269,-119.055813,,Yes,Female,45.0,20.85,,,,,,Two Year,No,Mailed Check,,
Stayed,6620-HVDUJ,50,Fresno,93701,36.749403,-119.787574,DSL,Yes,Male,24.0,60.45,4.0,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,No,No
Stayed,6620-JDYNW,64,Leggett,95585,39.873371,-123.741474,DSL,Yes,Female,18.0,60.6,9.0,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,No,No
Stayed,6621-NRZAK,40,Mount Hamilton,95140,37.382909,-121.634151,,Yes,Female,63.0,20.0,,,,,,Two Year,No,Credit Card,,
Stayed,6621-YOBKI,46,San Ardo,93450,35.996008,-120.85305,,Yes,Male,5.0,20.35,,,,,,Month-to-Month,No,Credit Card,,
Stayed,6624-JDRDS,22,Dos Palos,93620,37.045728,-120.630682,Cable,No,Female,6.0,29.45,52.0,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,No,No
Stayed,6625-FLENO,31,Los Angeles,90002,33.949255,-118.246978,,Yes,Male,58.0,-4.0,,,,,,Two Year,No,Credit Card,,
Stayed,6625-IUTTT,29,Fremont,94536,37.572273,-121.964583,Cable,Yes,Male,67.0,65.55,41.0,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,Yes,No
Stayed,6625-UTXEW,26,Fort Bragg,95437,39.455555,-123.683979,Cable,Yes,Female,12.0,51.25,73.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Stayed,6627-CFOSN,54,Madera,93637,36.902954,-120.194274,Fiber Optic,Yes,Female,59.0,99.45,12.0,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,No
Churned,6629-CZTTH,62,Orange,92865,33.828779,-117.848299,Cable,Yes,Male,1.0,55.7,22.0,No,No,No,No,Month-to-Month,Yes,Credit Card,Yes,No
Joined,6629-LADHQ,42,Santa Barbara,93109,34.406256,-119.726936,DSL,Yes,Female,2.0,50.95,24.0,Yes,No,No,No,Month-to-Month,No,Credit Card,No,No
Stayed,6630-UJZMY,73,Palo Alto,94306,37.416159,-122.131337,Fiber Optic,Yes,Female,4.0,83.25,14.0,No,No,No,No,One Year,Yes,Bank Withdrawal,No,Yes
Stayed,6631-HMANX,39,Kelseyville,95451,38.93496,-122.792243,Cable,Yes,Male,72.0,85.45,16.0,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,Yes,Yes
Churned,6633-MPWBS,47,Woodland,95776,38.694081,-121.694431,DSL,Yes,Male,5.0,49.2,18.0,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,No
Stayed,6633-SYEUS,23,San Diego,92127,33.017518,-117.118456,Fiber Optic,Yes,Female,23.0,83.2,76.0,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,No
Stayed,6635-CPNUN,25,Moreno Valley,92553,33.923149,-117.244933,Fiber Optic,Yes,Male,28.0,96.6,52.0,No,Yes,Yes,No,Month-to-Month,No,Credit Card,No,Yes
Churned,6635-MYYYZ,59,Trinity Center,96091,41.081847,-122.700545,Cable,Yes,Female,30.0,85.35,4.0,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Yes,Yes
Stayed,6637-KYRCV,22,La Puente,91744,34.031441,-117.936436,DSL,No,Female,5.0,30.5,59.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Churned,6641-XRPSU,61,San Lorenzo,94580,37.676249,-122.132415,Fiber Optic,Yes,Female,34.0,70.0,21.0,No,No,No,No,Month-to-Month,Yes,Credit Card,No,No
Joined,6645-MXQJT,40,Copperopolis,95228,37.943954,-120.67108,Fiber Optic,Yes,Male,2.0,97.1,24.0,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,Yes,Yes
Stayed,6646-JPPHA,76,Fullerton,92832,33.868316,-117.929029,Fiber Optic,Yes,Female,14.0,78.85,2.0,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,No,No
Churned,6646-QVXLR,77,Napa,94558,38.489789,-122.27011,Fiber Optic,Yes,Male,62.0,103.75,16.0,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Yes,Yes
Churned,6646-VRFOL,74,Larkspur,94939,37.937082,-122.532369,Fiber Optic,Yes,Male,53.0,103.85,23.0,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6647-ZEDXT,19,Santa Maria,93455,34.818227,-120.418784,Fiber Optic,Yes,Female,30.0,110.45,27.0,No,Yes,Yes,Yes,One Year,No,Credit Card,Yes,Yes
Stayed,6648-INWPS,30,San Bernardino,92410,34.106922,-117.297553,,Yes,Male,16.0,20.15,,,,,,Month-to-Month,No,Bank Withdrawal,,
Stayed,6650-BWFRT,43,Cambria,93428,35.591387,-121.032256,Fiber Optic,Yes,Female,72.0,117.15,5.0,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Yes,Yes
Joined,6650-VJONK,54,Carson,90746,33.859171,-118.252272,Cable,Yes,Male,1.0,43.85,27.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Churned,6651-AZVTJ,27,Pomona,91768,34.067932,-117.785168,Fiber Optic,Yes,Male,49.0,99.8,73.0,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6651-RLGGM,54,Galt,95632,38.274451,-121.259201,,Yes,Male,67.0,26.3,,,,,,Two Year,No,Credit Card,,
Stayed,6652-YFFJO,42,Tuolumne,95379,37.939768,-120.188002,Cable,Yes,Female,11.0,64.9,17.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Churned,6653-CBBOM,57,Compton,90221,33.885811,-118.206459,Fiber Optic,Yes,Female,1.0,70.3,11.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Joined,6654-QGBZZ,21,Nevada City,95959,39.333737,-120.858667,,Yes,Female,1.0,19.9,,,,,,Month-to-Month,No,Credit Card,,
Stayed,6655-LHBYW,46,Glendora,91741,34.14649,-117.849815,Fiber Optic,Yes,Male,50.0,114.35,21.0,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Yes,Yes
Stayed,6656-GULJQ,25,Emigrant Gap,95715,39.23754,-120.720196,DSL,Yes,Male,72.0,83.55,27.0,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,Yes,Yes
Joined,6656-JWRQX,60,San Diego,92124,32.827238,-117.089287,DSL,No,Female,1.0,30.55,9.0,No,No,No,Yes,Month-to-Month,No,Credit Card,No,No
Stayed,6661-EIPZC,38,Grand Terrace,92313,34.029175,-117.307211,DSL,No,Female,48.0,29.5,16.0,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,No
Churned,6661-HBGWL,69,Mineral,96063,40.408796,-121.579609,Fiber Optic,Yes,Female,42.0,104.75,12.0,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6663-JOCQO,55,Wasco,93280,35.652242,-119.4464,DSL,Yes,Male,31.0,75.25,22.0,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Yes,No
Churned,6664-FPDAC,77,San Diego,92115,32.762506,-117.07245,Fiber Optic,Yes,Female,56.0,111.95,28.0,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,6668-CNMFP,24,West Hills,91307,34.199787,-118.68493,Fiber Optic,Yes,Female,19.0,89.35,52.0,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Yes,No
Stayed,6670-MFRPK,53,Coalinga,93210,36.186867,-120.387793,Fiber Optic,Yes,Male,69.0,79.2,17.0,No,No,Yes,No,Two Year,Yes,Credit Card,No,No
Stayed,6671-NGWON,43,Dillon Beach,94929,38.24458,-122.956268,,Yes,Female,7.0,20.35,,,,,,Month-to-Month,No,Credit Card,,
Stayed,6674-KVJHG,50,Lake Arrowhead,92352,34.2565,-117.19335,,Yes,Female,11.0,25.2,,,,,,One Year,No,Bank Withdrawal,,
Churned,6680-NENYN,24,San Diego,92122,32.85723,-117.209774,Fiber Optic,Yes,Female,43.0,104.6,59.0,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Yes,Yes
Churned,6680-WKXRZ,32,Antioch,94509,37.980057,-121.801599,Fiber Optic,Yes,Female,3.0,74.4,24.0,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,No
Stayed,6681-ZSEXG,34,Rancho Cordova,95742,38.591134,-121.161585,DSL,Yes,Male,56.0,59.5,17.0,No,Yes,Yes,No,Two Year,No,Credit Card,No,No
Churned,6682-QJDGB,20,San Diego,92109,32.787836,-117.232376,DSL,Yes,Male,40.0,55.25,76.0,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,No,No
Stayed,6682-VCIXC,61,Mad River,95552,40.390301,-123.412327,Cable,No,Female,43.0,51.25,6.0,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,Yes
Churned,6683-VLCTZ,73,San Diego,92129,32.961064,-117.134917,Fiber Optic,Yes,Male,20.0,98.55,13.0,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6685-GBWJZ,59,Los Angeles,90015,34.039224,-118.266293,Cable,Yes,Male,63.0,70.8,13.0,Yes,Yes,No,Yes,One Year,No,Credit Card,No,Yes
Stayed,6685-XSHHU,45,Keyes,95328,37.555631,-120.911653,,Yes,Male,60.0,20.95,,,,,,Two Year,Yes,Bank Withdrawal,,
Churned,6686-YPGHK,65,Long Beach,90808,33.823943,-118.111335,Fiber Optic,Yes,Male,47.0,85.5,20.0,Yes,No,No,No,Month-to-Month,No,Credit Card,Yes,No
Churned,6688-UZPWD,36,Palm Springs,92262,33.839989,-116.659215,Fiber Optic,Yes,Female,11.0,102.0,10.0,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Churned,6689-KXGBO,36,San Luis Obispo,93401,35.233745,-120.626442,DSL,Yes,Female,1.0,50.55,5.0,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,No,No
Churned,6689-TCZHQ,70,Claremont,91711,34.127621,-117.717863,Fiber Optic,Yes,Female,5.0,78.95,20.0,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Yes,No
Stayed,6689-VRRTK,71,Camarillo,93010,34.227846,-119.079903,Fiber Optic,Yes,Female,44.0,109.8,2.0,Yes,Yes,Yes,No,One Year,Yes,Credit Card,Yes,Yes
Stayed,6691-CCIHA,46,Joshua Tree,92252,34.167236,-116.281511,Cable,Yes,Female,62.0,84.95,28.0,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Yes,Yes
Churned,6692-UDPJC,61,South El Monte,91733,34.04622,-118.053753,Fiber Optic,Yes,Female,14.0,91.65,12.0,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,Yes
Stayed,6692-YQHXC,43,Sacramento,95842,38.687367,-121.34848,Fiber Optic,Yes,Male,16.0,69.95,27.0,No,No,No,No,Month-to-Month,Yes,Credit Card,No,No
Stayed,6693-DJWTY,46,Inglewood,90304,33.936827,-118.359824,DSL,Yes,Female,35.0,-4.0,56.0,Yes,Yes,No,No,One Year,No,Credit Card,No,No
Stayed,6693-FRIRW,61,Newport Beach,92661,33.601309,-117.902304,Fiber Optic,Yes,Male,18.0,101.3,20.0,No,Yes,Yes,No,Month-to-Month,No,Credit Card,Yes,Yes
Stayed,6695-AMZUF,31,Stockton,95219,38.029729,-121.387999,DSL,Yes,Female,70.0,86.45,5.0,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Yes,Yes
Stayed,6695-FRVEC,60,Burbank,91506,34.169706,-118.323548,Cable,Yes,Male,67.0,60.4,13.0,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,No
Stayed,6696-YDAYZ,30,Mt Baldy,91759,34.231318,-117.662032,,Yes,Male,16.0,20.5,,,,,,Two Year,No,Credit Card,,
Stayed,6698-OXETB,60,Joshua Tree,92252,34.167236,-116.281511,,Yes,Male,11.0,20.4,,,,,,Two Year,No,Credit Card,,
Stayed,6701-DHKWQ,38,Montrose,91020,34.2112,-118.230625,DSL,No,Female,61.0,51.35,17.0,No,Yes,Yes,Yes,Two Year,No,Credit Card,No,Yes
Stayed,6701-YVNQG,63,Moreno Valley,92553,33.923149,-117.244933,DSL,Yes,Male,72.0,88.7,19.0,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Yes,Yes
Churned,6702-OHFWR,75,Reseda,91335,34.200175,-118.540958,DSL,No,Male,1.0,43.3,26.0,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,No
Stayed,6704-UTUKK,43,Exeter,93221,36.301689,-119.018233,DSL,No,Male,29.0,45.9,15.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6705-LNMDD,38,San Diego,92154,32.578103,-117.012975,DSL,Yes,Male,20.0,50.0,4.0,No,No,No,Yes,Month-to-Month,No,Credit Card,No,No
Stayed,6705-LXORM,79,Perris,92570,33.787298,-117.320676,Fiber Optic,Yes,Female,5.0,70.05,23.0,No,No,No,No,One Year,No,Bank Withdrawal,No,No
Stayed,6710-HSJRD,48,Newport Coast,92657,33.603282,-117.821841,Fiber Optic,Yes,Male,61.0,114.1,7.0,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Churned,6711-FLDFB,62,Big Oak Flat,95305,37.818589,-120.256995,Fiber Optic,Yes,Female,7.0,74.9,25.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,No
Churned,6711-VTNRE,42,Tranquillity,93668,36.635661,-120.288644,Fiber Optic,Yes,Female,36.0,87.55,24.0,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,No
Churned,6712-OAWRH,79,San Bernardino,92408,34.084909,-117.258107,Fiber Optic,Yes,Female,26.0,91.25,27.0,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6713-OKOMC,42,Los Angeles,90008,34.008293,-118.346766,DSL,No,Female,10.0,29.75,8.0,Yes,No,No,No,Month-to-Month,No,Mailed Check,No,No
Churned,6715-OFDBP,52,Palo Alto,94304,37.386978,-122.177746,DSL,Yes,Male,5.0,70.05,26.0,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,Yes
Stayed,6718-BDGHG,64,Gold Run,95717,39.170376,-120.838404,DSL,Yes,Female,43.0,64.85,8.0,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,Yes
Stayed,6719-FGEDO,27,Whittier,90606,33.976678,-118.065875,Fiber Optic,Yes,Female,72.0,97.0,42.0,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,No
Stayed,6719-OXYBR,41,California City,93505,35.151491,-117.927597,Fiber Optic,Yes,Male,15.0,85.3,18.0,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,No,Yes
Stayed,6723-CEGQI,33,Bayside,95524,40.825486,-124.049485,DSL,No,Female,65.0,45.25,25.0,No,Yes,No,Yes,Two Year,No,Credit Card,No,Yes
Stayed,6723-WSNTY,73,Del Mar,92014,32.948262,-117.256086,Fiber Optic,Yes,Female,66.0,108.1,23.0,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Yes,Yes
Stayed,6725-TPKJO,28,Duncans Mills,95430,38.445603,-123.063756,,Yes,Male,44.0,20.05,,,,,,Two Year,No,Credit Card,,
Stayed,6726-NNFWD,74,Murrieta,92562,33.548869,-117.334165,Fiber Optic,Yes,Female,71.0,89.45,27.0,No,Yes,Yes,No,Two Year,No,Credit Card,Yes,No
Stayed,6726-WEXXK,72,Fields Landing,95537,40.726949,-124.217378,Fiber Optic,Yes,Male,27.0,85.9,14.0,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,No,No
Stayed,6727-IOTLZ,48,Pasadena,91101,34.146635,-118.139225,Cable,Yes,Male,14.0,81.95,25.0,No,Yes,Yes,Yes,Two Year,No,Credit Card,Yes,Yes
Stayed,6728-CZFEI,28,Sacramento,95819,38.567594,-121.437507,DSL,Yes,Female,15.0,56.15,52.0,No,No,No,No,One Year,No,Credit Card,No,Yes
Stayed,6728-DKUCO,25,Santa Monica,90405,34.005439,-118.477507,Fiber Optic,Yes,Female,72.0,104.15,59.0,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,Yes,Yes
Stayed,6728-VOIFY,20,Palo Cedro,96073,40.582399,-122.195512,Fiber Optic,Yes,Female,63.0,96.0,51.0,No,Yes,No,No,One Year,Yes,Bank Withdrawal,Yes,Yes
Joined,6728-WYQBC,52,Escondido,92027,33.141265,-116.967221,,Yes,Male,1.0,20.95,,,,,,Month-to-Month,No,Bank Withdrawal,,
Stayed,6729-FZWSY,45,Penn Valley,95946,39.203817,-121.19584,,Yes,Male,67.0,19.45,,,,,,One Year,Yes,Credit Card,,
Stayed,6729-GDNGC,71,Westport,95488,39.724433,-123.767578,Fiber Optic,Yes,Female,20.0,80.7,4.0,No,No,No,No,One Year,No,Bank Withdrawal,No,Yes
