,Churn,Age,Income,Email,Contacts,Tenure,MonthlyCharge,Bandwidth_GB_Year,Gender_Female,Gender_Male,Gender_Nonbinary,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed
7884,0,86,55580.57,9,0,51.08011,124.9781,4148.090988,1,0,0,0,1,0,0,0,1,0,0
7885,0,46,13801.14,13,2,53.79471,142.5007,5181.030493,1,0,0,0,1,0,0,0,0,1,0
7886,0,51,61269.37,13,0,53.06052,242.6435,4967.50972,1,0,0,0,0,1,1,0,0,0,0
7887,0,76,62939.99,13,0,62.96952,179.9476,5476.19566,0,1,0,0,1,0,0,1,0,0,0
7888,0,41,28238.85,11,1,62.55541,147.4564,5812.466707,0,1,0,1,0,0,1,0,0,0,0
7889,0,80,31450.16,12,1,68.31311,262.6106,6210.2238,1,0,0,1,0,0,0,0,0,1,0
7890,0,19,106084.8,13,1,64.12593,190.1737,5999.971412,1,0,0,0,0,1,1,0,0,0,0
7891,0,66,16210.46,14,0,59.39367,174.9919,5339.490928,0,1,0,0,1,0,0,0,0,0,1
7892,0,66,35965.27,13,3,63.98562,160.0013,5449.052305,1,0,0,1,0,0,0,0,0,1,0
7893,0,41,9789.41,10,1,55.58159,124.9643,4665.934869,0,1,0,1,0,0,1,0,0,0,0
7894,0,51,76095.68,13,0,52.21545,147.4893,4533.343418,1,0,0,0,1,0,0,0,0,0,1
7895,0,32,90706.26,13,1,53.61209,117.4392,5134.60308,0,1,0,0,1,0,1,0,0,0,0
7896,0,27,29228.14,12,2,50.54849,147.4783,4452.333316,1,0,0,1,0,0,0,0,0,0,1
7897,1,46,43736.4,15,2,62.33818,190.127,6201.935276,0,1,0,1,0,0,0,0,0,0,1
7898,0,45,7071.85,12,1,67.2599,117.4392,6210.252604,0,1,0,1,0,0,0,0,0,0,1
7899,0,28,72549.36,17,2,54.396,229.9931,5189.736525,0,1,0,0,0,1,0,1,0,0,0
7900,0,89,54872.48,14,0,54.53013,152.4907,4745.853799,1,0,0,0,1,0,1,0,0,0,0
7901,0,57,65558.44,7,0,40.32467,182.4676,3629.658181,1,0,0,0,1,0,0,0,0,0,1
7902,0,52,19533.16,17,0,67.58811,222.65,6144.675099,1,0,0,1,0,0,0,0,0,0,1
7903,0,66,52985.04,16,3,52.0997,159.9656,4878.10553,0,1,0,0,0,1,0,0,1,0,0
7904,0,51,36262.17,15,2,70.02925,230.1051,6359.455223,0,1,0,0,0,1,1,0,0,0,0
7905,0,20,29599.71,10,0,62.2937,242.6281,5896.135561,1,0,0,0,0,1,0,0,0,0,1
7906,0,65,28276.68,10,0,69.97639,204.9634,6188.586368,1,0,0,0,0,1,0,0,0,0,1
7907,0,83,16263.98,10,0,56.09767,129.9621,5286.98629,0,1,0,1,0,0,0,1,0,0,0
7908,0,73,41055.8,10,1,48.92659,174.9882,4888.511162,1,0,0,1,0,0,1,0,0,0,0
7910,0,67,43750.86,12,3,52.36016,152.466,4505.46376,1,0,0,0,1,0,0,1,0,0,0
7911,0,42,14578.27,13,1,47.24188,242.6143,4694.576597,1,0,0,0,1,0,0,0,1,0,0
7912,0,51,44318.03,12,2,49.88118,124.9935,4361.159098,0,1,0,1,0,0,0,0,0,1,0
7913,0,32,38806.49,14,0,51.39351,162.5007,4668.189279,0,1,0,0,1,0,0,0,0,1,0
7915,0,89,24417.9,13,0,58.06953,182.4608,5026.193308,1,0,0,0,0,1,0,0,0,1,0
7916,0,77,21887.88,9,1,55.29166,149.9378,5310.127657,0,1,0,0,0,1,1,0,0,0,0
7917,0,79,15231.77,10,1,68.82747,182.4538,5920.786804,0,1,0,0,1,0,1,0,0,0,0
7918,0,59,44808.02,15,1,68.26584,179.9656,5729.894172,1,0,0,0,0,1,1,0,0,0,0
7919,0,81,89310.12,11,0,58.42342,134.9509,4805.808191,1,0,0,1,0,0,0,0,0,1,0
7920,0,28,34629.11,10,0,50.84495,147.4738,4495.259979,0,1,0,0,1,0,0,0,1,0,0
7921,0,30,18998.58,8,1,63.87305,159.9512,5633.418217,0,1,0,0,0,1,0,0,0,0,1
7922,0,62,12154.87,12,0,43.18866,184.9634,4556.395722,0,1,0,0,1,0,0,0,0,0,1
7923,0,43,34164.73,12,0,64.2522,159.9642,5722.812198,0,1,0,1,0,0,1,0,0,0,0
7924,0,56,11397.14,11,2,48.79391,139.965,4663.083428,1,0,0,0,1,0,0,0,0,1,0
7926,0,52,64756.4,17,1,70.24032,144.9607,5847.100806,1,0,0,0,1,0,0,0,0,1,0
7927,0,30,17666.42,18,1,66.8616,159.9794,6286.517671,0,1,0,0,0,1,0,0,1,0,0
7928,0,47,12116.02,5,2,43.2029,139.9349,4326.507187,0,1,0,0,0,1,0,0,0,0,1
7929,0,72,17974.85,14,2,48.36469,129.9598,4565.513222,1,0,0,0,0,1,0,0,0,0,1
7930,0,80,32843.32,18,1,46.39161,147.4893,3951.00192,0,1,0,0,1,0,0,0,0,0,1
7931,0,70,27246.52,12,2,65.51344,207.4811,5850.927531,1,0,0,1,0,0,0,0,1,0,0
7932,0,70,50998.03,11,0,70.74092,162.4827,6190.252926,0,1,0,0,1,0,0,0,0,0,1
7933,0,18,44682.25,11,2,51.04299,257.6549,5322.906337,0,1,0,0,0,1,0,0,0,0,1
7934,0,24,47522.52,11,0,69.78016,190.127,6744.437459,1,0,0,1,0,0,0,0,1,0,0
7935,1,80,35866.89,15,2,59.99904,255.1198,5885.235129,1,0,0,0,1,0,0,0,0,1,0
7936,0,62,23498.57,9,1,58.50038,194.9882,5264.752684,1,0,0,1,0,0,0,0,0,0,1
7937,0,27,42924.08,11,2,65.84668,124.9607,5951.771265,1,0,0,0,1,0,0,1,0,0,0
7938,0,79,12434.17,15,0,47.40865,210.1563,4467.334158,0,1,0,0,0,1,1,0,0,0,0
7939,0,68,5512.35,12,0,64.91404,107.4958,5921.680845,1,0,0,0,1,0,0,1,0,0,0
7940,0,28,4241.63,12,2,69.27282,210.1051,6708.539556,1,0,0,0,0,1,0,0,0,0,1
7941,0,37,11320.55,9,0,62.20392,174.9768,5936.572086,1,0,0,0,1,0,1,0,0,0,0
7942,1,20,8985.14,10,0,63.07037,235.1372,6316.02224,1,0,0,0,1,0,0,0,0,0,1
7943,0,85,39270.14,8,0,41.54053,179.9794,3710.298126,0,1,0,0,0,1,0,0,1,0,0
7944,0,72,6527.16,9,2,55.27064,144.9607,4606.446472,0,1,0,1,0,0,0,1,0,0,0
7945,1,59,22445.76,8,0,48.00544,162.4653,4794.505137,0,1,0,0,0,1,0,0,0,1,0
7946,0,58,123006.6,11,0,70.84337,265.147,6392.803419,1,0,0,1,0,0,0,0,0,1,0
7947,0,68,43854.96,13,0,70.14056,222.6326,6662.597959,0,0,1,0,1,0,0,0,1,0,0
7948,0,60,33554.51,14,0,68.53399,194.9744,5971.766968,0,1,0,0,0,1,0,0,0,1,0
7949,0,86,34511.01,12,1,67.8068,257.6513,6677.609286,0,1,0,1,0,0,0,1,0,0,0
7950,0,81,46320.17,3,0,69.18745,149.989,6013.704356,0,1,0,0,0,1,0,0,0,0,1
7951,0,67,39372.66,16,1,70.40235,200.1185,6583.556553,1,0,0,1,0,0,0,0,1,0,0
7952,0,36,15625.8,10,1,58.17786,159.9942,5515.361269,0,1,0,0,0,1,1,0,0,0,0
7953,0,53,73918.19,6,2,55.78075,79.97886,4638.586726,0,1,0,0,1,0,0,1,0,0,0
7954,0,77,57201.64,11,3,68.9214,179.9476,5785.96133,1,0,0,1,0,0,0,1,0,0,0
7955,0,62,32213.28,12,0,70.33868,255.1336,6933.85068,1,0,0,1,0,0,0,0,0,1,0
7956,0,76,28039.99,11,0,70.27195,217.484,6215.809536,1,0,0,0,1,0,0,1,0,0,0
7957,0,85,64849.52,10,3,55.57772,137.4616,4749.988334,1,0,0,1,0,0,0,0,0,1,0
7958,1,31,6814.71,12,0,62.77522,209.9931,6413.177133,1,0,0,1,0,0,0,0,1,0,0
7959,0,25,12097.74,14,2,48.98259,157.4836,4361.243355,0,1,0,1,0,0,1,0,0,0,0
7960,1,76,21066.44,12,1,45.75966,200.1323,4646.487467,1,0,0,0,0,1,0,0,0,0,1
7961,0,76,23274.77,10,0,55.16171,159.9875,4581.646496,1,0,0,0,1,0,0,1,0,0,0
7962,0,70,25666.63,9,0,67.70405,187.6094,6348.304776,1,0,0,0,1,0,0,0,1,0,0
7964,0,61,23595.65,16,1,63.78532,152.4555,6133.741768,0,1,0,1,0,0,0,0,0,1,0
7965,0,89,14731.91,13,0,39.52545,124.9607,3807.283723,1,0,0,0,0,1,0,0,0,1,0
7966,0,83,30885.95,14,3,63.83787,164.9785,6274.202037,0,1,0,0,0,1,1,0,0,0,0
7967,0,62,47333.98,5,2,71.12765,164.9647,6674.831266,0,1,0,0,1,0,0,0,0,0,1
7968,0,43,20496.34,11,1,54.23761,139.9678,4865.394915,0,1,0,1,0,0,0,0,0,0,1
7969,0,57,51151.76,12,3,61.08796,174.9699,5765.465884,1,0,0,0,0,1,0,0,0,0,1
7970,0,62,33446.77,13,0,69.63521,172.5104,5929.405615,1,0,0,0,0,1,1,0,0,0,0
7971,0,68,17235.3,10,0,51.35655,230.1051,4819.017885,1,0,0,1,0,0,0,0,0,0,1
7972,0,40,48168.63,11,0,62.71297,149.9447,5878.97721,1,0,0,0,1,0,0,0,0,0,1
7973,0,55,56225.75,10,1,65.40394,132.5127,5868.925353,0,1,0,1,0,0,0,0,0,0,1
7974,0,59,63841.07,9,1,46.68593,192.4404,4200.226885,0,1,0,0,0,1,0,0,0,1,0
7975,0,60,45913.33,9,0,67.5017,275.1336,6263.672907,1,0,0,0,1,0,0,0,1,0,0
7976,0,35,25010.43,14,2,58.69071,104.9923,5228.370034,0,1,0,0,1,0,0,0,0,1,0
7977,0,68,35053.31,16,1,67.71293,142.5156,5983.810886,0,1,0,0,0,1,0,1,0,0,0
7978,0,60,69158.18,10,0,60.96912,125.0073,5228.641848,0,1,0,1,0,0,0,0,1,0,0
7979,0,27,16276.54,8,2,59.9904,229.9931,5569.122833,1,0,0,0,0,1,0,0,0,0,1
7980,0,33,43895.22,17,2,64.94053,222.6609,6060.196481,0,1,0,1,0,0,0,1,0,0,0
7981,0,75,31570.14,15,0,51.38074,107.482,4616.664022,1,0,0,0,1,0,0,0,1,0,0
7982,0,37,58783.8,12,2,60.12954,119.9568,5789.007701,0,1,0,1,0,0,0,0,0,1,0
7983,0,56,42369.14,4,3,52.95931,162.4827,4666.095949,1,0,0,0,1,0,0,0,0,1,0
7984,0,68,18386.57,11,2,70.28492,217.484,6212.316389,1,0,0,1,0,0,0,0,0,0,1
7985,0,30,28791.24,11,1,46.076,92.5018,4044.807347,1,0,0,0,0,1,0,1,0,0,0
7986,0,83,63881.41,13,0,70.45268,117.4686,6273.600277,1,0,0,1,0,0,1,0,0,0,0
7987,0,64,52153.53,8,3,62.86179,204.961,5675.905105,0,1,0,0,0,1,1,0,0,0,0
7988,0,89,33067.37,14,0,68.3486,172.4579,5843.001421,1,0,0,0,0,1,0,1,0,0,0
7989,0,84,15763.55,10,3,68.04513,134.9509,5645.924053,1,0,0,0,1,0,0,0,0,0,1
7990,0,80,47832.37,17,2,51.19372,94.97283,4734.546819,1,0,0,0,1,0,0,0,1,0,0
7991,0,69,43374.14,16,1,63.20163,162.4608,5921.944651,0,0,1,0,0,1,0,1,0,0,0
7992,0,42,90756.87,10,2,65.50762,242.6281,6056.561962,1,0,0,0,1,0,0,0,0,0,1
7993,0,70,7172.86,11,2,71.805,172.4885,6626.316041,0,1,0,1,0,0,0,0,0,0,1
7994,0,29,98425.53,13,0,63.83868,137.4684,5585.510396,0,0,1,0,1,0,0,1,0,0,0
7995,0,43,72214.56,14,2,71.97382,142.4526,6833.821068,0,1,0,1,0,0,0,1,0,0,0
7996,0,78,26077.57,9,3,51.68157,119.9568,4822.96735,1,0,0,1,0,0,1,0,0,0,0
7997,0,49,25371.48,13,1,68.67656,212.6228,6836.227251,0,1,0,1,0,0,1,0,0,0,0
7998,0,72,107804.6,5,3,67.72471,117.4686,6168.427344,0,1,0,0,1,0,0,0,0,0,1
7999,0,76,22875.95,6,0,66.21743,245.132,6013.898703,0,1,0,1,0,0,1,0,0,0,0
8000,0,53,37808.3,11,0,66.29727,149.9778,5766.157948,0,1,0,1,0,0,0,0,1,0,0
8001,0,54,42630.35,10,1,51.67996,162.497,4987.58141,1,0,0,0,0,1,0,0,0,1,0
8002,0,79,22192.77,16,1,70.11749,139.983,6273.515792,1,0,0,0,0,1,0,0,0,0,1
8003,0,41,21874.98,11,0,63.25715,209.9931,6286.671937,0,1,0,0,1,0,1,0,0,0,0
8004,0,57,14636.41,6,1,55.36779,127.4601,5205.865095,1,0,0,1,0,0,0,0,0,1,0
8005,0,21,63870.16,13,2,70.42914,207.4811,6383.577895,1,0,0,0,1,0,0,0,1,0,0
8006,0,41,67694.49,14,0,61.35472,169.9447,5367.181608,0,1,0,0,1,0,0,1,0,0,0
8007,0,84,64140.04,9,1,67.08536,182.4608,5842.892958,1,0,0,0,1,0,0,0,1,0,0
8008,0,72,65966.95,15,0,47.59384,137.4686,3992.381842,1,0,0,1,0,0,0,0,1,0,0
8009,0,76,9880.38,14,2,64.77844,252.6378,5863.301733,1,0,0,0,1,0,0,0,1,0,0
8010,0,25,37513.71,15,1,69.22361,127.4421,6353.540649,1,0,0,1,0,0,1,0,0,0,0
8011,1,80,44608.56,15,1,65.97991,200.1652,5897.274439,0,1,0,0,0,1,1,0,0,0,0
8012,0,65,61583.24,11,1,68.78508,139.9349,6285.801266,1,0,0,1,0,0,0,0,0,1,0
8013,0,23,66612.08,15,2,46.38121,107.4806,4278.637138,1,0,0,1,0,0,0,0,0,0,1
8014,0,19,11609.18,12,1,40.80483,162.4653,4397.21741,0,1,0,1,0,0,0,0,1,0,0
8015,1,42,37588.44,12,1,50.98888,212.6228,5301.26466,1,0,0,0,0,1,0,0,1,0,0
8016,0,74,72753.32,12,0,66.19976,229.9931,5913.740403,0,1,0,0,0,1,0,0,0,1,0
8018,0,32,12226.89,9,0,38.64796,187.4847,3798.942746,1,0,0,0,0,1,0,0,0,1,0
8019,0,48,83831.61,10,2,58.3401,172.4624,5172.422992,0,1,0,1,0,0,0,0,1,0,0
8020,0,73,49768.03,16,0,51.74095,232.624,5168.330032,1,0,0,0,1,0,1,0,0,0,0
8021,0,24,56969.75,8,2,51.91699,187.4847,4820.053166,1,0,0,1,0,0,1,0,0,0,0
8022,0,78,49914.94,20,1,52.66362,119.9897,4648.186854,1,0,0,1,0,0,1,0,0,0,0
8023,0,33,35214.65,9,3,65.09341,225.1457,6587.881944,0,1,0,0,0,1,0,1,0,0,0
8024,0,55,70752.94,17,2,60.19463,152.4555,5736.061108,0,1,0,1,0,0,0,0,0,1,0
8025,0,51,33733.53,9,0,66.98322,172.5104,5922.812261,0,1,0,1,0,0,0,0,0,1,0
8026,0,82,28028.85,14,0,54.51932,179.9476,4887.271461,0,1,0,0,0,1,0,0,0,1,0
8027,0,76,83600.69,15,0,57.67058,182.4653,5034.929065,1,0,0,1,0,0,1,0,0,0,0
8029,0,40,54364.66,15,0,63.90801,162.4689,5627.198878,1,0,0,0,0,1,0,1,0,0,0
8030,0,30,8930.13,8,0,69.59294,190.127,6818.04834,0,1,0,0,0,1,1,0,0,0,0
8032,1,75,29611.97,13,0,58.17852,255.1336,5849.55113,0,1,0,0,0,1,0,0,0,0,1
8033,0,29,41443.63,13,0,54.06378,235.1884,5249.77275,1,0,0,1,0,0,0,0,1,0,0
8034,0,43,59563.85,17,0,58.08347,232.624,5724.812194,1,0,0,0,0,1,0,0,1,0,0
8035,0,84,33883.79,13,1,67.44709,194.9525,6277.155334,1,0,0,1,0,0,1,0,0,0,0
8036,0,54,60703.43,8,1,51.47333,164.9853,5072.473187,1,0,0,1,0,0,0,0,0,0,1
8037,0,82,43826.83,10,1,69.22859,225.132,6746.802832,0,1,0,1,0,0,0,0,0,1,0
8039,0,38,11991.16,15,0,60.49719,222.6362,5559.5235,1,0,0,0,0,1,0,0,1,0,0
8040,0,66,101307.0,13,1,67.86978,154.9618,6364.89034,0,1,0,0,0,1,0,0,0,1,0
8041,0,26,14808.26,15,1,53.62757,267.6647,5254.650966,1,0,0,0,0,1,0,0,0,1,0
8042,0,40,44406.69,11,1,68.36641,92.48802,5665.272905,1,0,0,0,0,1,0,0,0,1,0
8043,0,20,36004.39,13,1,66.57411,119.9897,5871.273948,0,1,0,0,1,0,0,0,0,0,1
8044,0,20,6733.76,11,2,65.9999,112.4844,5604.566058,1,0,0,0,1,0,1,0,0,0,0
8045,0,39,11391.52,10,1,62.08636,210.1051,6253.824131,0,1,0,0,0,1,0,0,0,1,0
8047,0,47,16834.95,12,2,66.49538,179.9794,5910.417848,0,1,0,0,0,1,0,1,0,0,0
8048,0,42,33146.51,14,0,56.53633,114.9838,4814.158709,1,0,0,0,1,0,0,0,0,0,1
8049,0,37,32947.81,17,0,45.69588,159.9642,4267.319291,1,0,0,1,0,0,1,0,0,0,0
8050,0,74,18809.09,13,1,67.56344,255.1198,6555.502175,1,0,0,1,0,0,0,1,0,0,0
8051,0,89,46337.92,14,1,65.84526,167.4847,6192.473684,1,0,0,0,0,1,1,0,0,0,0
8052,0,50,66604.21,12,0,68.90677,184.9963,6232.28589,0,1,0,0,0,1,0,0,0,1,0
8053,0,42,15872.42,13,2,66.78392,194.9581,6023.253234,1,0,0,1,0,0,0,0,0,1,0
8054,0,35,65755.81,16,0,66.78484,114.9509,6024.452028,1,0,0,1,0,0,0,0,1,0,0
8055,0,55,50217.94,12,1,67.50379,157.4698,5730.433744,0,1,0,0,1,0,0,0,0,1,0
8056,0,25,15611.4,18,2,60.58684,127.4586,5409.545415,0,1,0,0,0,1,0,0,1,0,0
8057,0,75,75249.62,13,2,44.79567,107.4958,4157.920412,1,0,0,0,0,1,0,1,0,0,0
8058,0,80,20901.9,19,0,66.1916,149.9483,5613.310447,1,0,0,0,0,1,0,0,0,1,0
8059,0,79,24023.55,12,2,62.4919,139.965,5863.981501,1,0,0,0,0,1,0,0,0,0,1
8060,0,46,19367.71,14,0,58.52641,129.9483,5479.424336,1,0,0,0,1,0,0,1,0,0,0
8061,0,36,59084.69,12,0,57.7475,179.9476,5097.174241,1,0,0,0,1,0,0,0,0,1,0
8062,0,25,47909.98,10,0,58.94262,127.4601,5562.842119,0,1,0,0,0,1,0,0,0,0,1
8063,0,61,41983.7,14,1,64.51973,275.1336,6016.058199,1,0,0,0,0,1,0,0,0,1,0
8064,1,26,22514.47,15,2,40.82315,197.6288,4017.55183,0,1,0,0,1,0,0,0,0,0,1
8065,1,63,20189.82,6,1,52.15024,200.1465,4899.562179,0,1,0,0,0,1,0,0,0,0,1
8066,0,39,94246.4,15,2,60.49154,190.127,5934.168034,1,0,0,1,0,0,0,0,1,0,0
8067,0,22,16648.35,13,1,67.98943,240.1149,6234.573082,0,1,0,0,0,1,0,1,0,0,0
8068,0,60,24024.91,12,0,53.32394,114.9509,4839.528738,1,0,0,0,1,0,0,0,0,0,1
8069,0,40,23375.97,14,1,71.09348,129.9483,6545.083981,0,1,0,1,0,0,1,0,0,0,0
8070,0,78,16647.06,17,0,60.24235,182.4676,5469.880413,1,0,0,1,0,0,0,1,0,0,0
8071,1,76,42411.01,12,1,50.69374,232.624,5165.041808,1,0,0,0,0,1,1,0,0,0,0
8072,0,58,15635.34,13,2,63.36271,187.6094,6078.982231,0,1,0,0,0,1,0,0,0,1,0
8073,0,42,105745.6,12,0,47.3962,214.9525,4235.297978,1,0,0,0,1,0,0,1,0,0,0
8074,0,40,8434.43,12,3,66.64396,107.4806,5883.186087,1,0,0,1,0,0,0,1,0,0,0
8075,0,52,13933.32,11,2,60.57969,159.983,5228.606985,1,0,0,0,1,0,0,0,0,1,0
8076,0,23,26214.55,13,1,55.97831,182.4762,5093.145531,1,0,0,0,0,1,1,0,0,0,0
8077,0,57,48074.79,13,0,70.68617,147.4783,6024.728963,0,1,0,1,0,0,0,0,1,0,0
8078,0,51,13269.12,16,1,58.73351,149.9378,5625.88893,1,0,0,1,0,0,0,0,0,0,1
8079,0,38,42215.28,10,1,71.51635,172.4567,6667.408481,1,0,0,0,0,1,1,0,0,0,0
8080,0,75,41305.22,17,2,48.77002,169.9671,4420.056022,1,0,0,0,0,1,0,0,0,1,0
8081,0,46,22585.74,11,2,68.34459,210.127,6356.677859,1,0,0,0,0,1,0,0,0,0,1
8082,1,73,36841.04,11,3,61.27787,232.6228,5676.244141,0,1,0,0,1,0,0,1,0,0,0
8083,0,26,20522.76,13,0,65.63224,164.967,6205.739711,0,0,1,0,0,1,0,0,0,0,1
8084,0,69,28900.26,6,1,63.08151,112.4551,5163.620396,1,0,0,1,0,0,1,0,0,0,0
8085,1,51,30820.29,20,1,42.01957,152.4798,3976.166899,1,0,0,0,0,1,1,0,0,0,0
8086,0,75,35671.63,15,2,65.68687,169.9741,5629.354953,1,0,0,0,1,0,0,0,0,1,0
8087,0,50,45042.86,10,0,60.14219,165.0182,5526.132591,0,1,0,1,0,0,1,0,0,0,0
8088,0,81,24225.45,9,0,47.94936,179.9794,4073.89846,1,0,0,0,0,1,1,0,0,0,0
8089,0,20,11079.6,4,2,68.22138,152.5022,6097.873428,1,0,0,0,1,0,0,1,0,0,0
8090,0,37,66230.63,11,0,39.97152,137.4392,3710.175331,0,1,0,1,0,0,0,0,1,0,0
8091,0,19,15231.39,15,3,64.87596,240.1149,5989.298293,0,1,0,0,1,0,0,0,0,1,0
8092,0,50,22476.44,7,2,50.53589,172.4733,4580.300146,0,1,0,0,1,0,0,0,0,1,0
8093,0,21,25888.53,12,1,60.95525,149.9741,5739.842827,1,0,0,0,0,1,0,0,1,0,0
8094,0,76,41753.09,18,2,67.21909,265.1283,6255.953775,0,1,0,0,1,0,0,1,0,0,0
8095,0,54,18124.5,10,0,48.87162,152.4884,4648.662738,0,1,0,0,0,1,0,0,0,1,0
8096,0,62,43293.26,13,1,70.28113,127.4958,5998.410517,1,0,0,1,0,0,0,0,0,1,0
8097,0,22,8214.65,12,3,47.16189,172.4624,4464.887759,0,1,0,0,1,0,0,0,0,1,0
8098,0,83,28019.03,15,1,65.2185,129.9483,5998.804194,1,0,0,1,0,0,1,0,0,0,0
8099,0,51,34919.71,10,0,39.70805,187.4811,4290.116592,0,1,0,1,0,0,0,0,0,1,0
8100,0,72,19056.07,10,0,66.33852,204.9634,5883.826226,0,1,0,1,0,0,0,1,0,0,0
8101,0,84,16602.2,10,1,58.2471,247.6647,5856.498648,1,0,0,0,1,0,0,0,1,0,0
8102,0,44,22549.82,19,1,68.4249,117.4392,6308.988621,0,1,0,1,0,0,1,0,0,0,0
8103,0,40,17078.58,10,1,61.16472,129.9621,5826.881326,1,0,0,1,0,0,1,0,0,0,0
8104,0,68,59261.2,10,1,59.9106,159.9476,5572.923222,0,1,0,0,1,0,0,0,0,0,1
8105,0,35,3938.24,12,1,55.24136,117.472,4818.30969,0,1,0,1,0,0,0,0,1,0,0
8106,0,71,13824.18,13,1,67.69161,194.9882,5947.501922,0,1,0,0,0,1,1,0,0,0,0
8107,0,48,46769.27,11,2,59.0652,147.4783,5081.322485,1,0,0,1,0,0,0,0,1,0,0
8108,0,89,34534.92,13,1,62.58001,182.4538,5390.61261,1,0,0,1,0,0,0,0,0,1,0
8109,0,24,19228.8,11,0,69.0717,162.5299,6286.518729,1,0,0,0,1,0,0,0,1,0,0
8110,0,61,37028.57,11,1,68.55021,137.4616,6014.752174,1,0,0,1,0,0,1,0,0,0,0
8111,0,75,4522.89,15,1,69.06918,175.1331,6108.111467,0,1,0,0,1,0,0,0,1,0,0
8112,0,84,7878.24,8,0,53.89174,159.9349,4729.092575,0,1,0,0,0,1,0,0,0,1,0
8113,0,64,83910.59,11,1,60.1541,124.9643,4882.901543,1,0,0,0,1,0,0,0,0,0,1
8114,0,46,20327.16,13,3,53.79108,112.4551,4529.292662,0,1,0,0,1,0,1,0,0,0,0
8115,0,73,14181.4,12,2,57.16367,265.1283,5333.247037,1,0,0,1,0,0,0,0,1,0,0
8116,0,69,84009.73,10,0,63.71108,242.6326,5788.852546,1,0,0,0,1,0,0,1,0,0,0
8117,0,61,68395.96,19,1,64.62702,162.4538,6172.259045,0,1,0,1,0,0,0,1,0,0,0
8118,0,38,33780.14,14,0,50.02645,240.1149,4693.998061,1,0,0,0,1,0,0,0,1,0,0
8119,0,22,16804.27,11,2,58.08952,137.4392,5073.712257,1,0,0,0,1,0,0,0,0,1,0
8120,0,85,66183.72,13,1,70.67844,245.1457,6553.877499,0,1,0,1,0,0,0,0,0,0,1
8121,0,86,7564.31,10,1,69.6864,149.9483,5865.479279,0,1,0,0,0,1,1,0,0,0,0
8122,0,87,27615.28,9,2,70.74838,117.4835,5936.910583,1,0,0,0,1,0,1,0,0,0,0
8123,0,26,50930.19,10,0,64.07652,230.1051,5998.967483,1,0,0,0,1,0,0,1,0,0,0
8124,0,32,42635.51,12,0,41.6814,187.6094,4463.792034,1,0,0,0,1,0,0,0,0,0,1
8125,0,31,12734.05,11,1,68.51142,204.961,6257.08697,1,0,0,0,0,1,0,0,0,1,0
8126,0,41,58162.66,15,1,61.60969,187.6422,5596.424346,1,0,0,0,0,1,0,0,0,0,1
8127,0,52,28613.3,20,1,55.39854,242.6143,5114.637099,1,0,0,0,1,0,0,1,0,0,0
8128,0,65,42953.62,12,3,71.77654,240.1149,6434.683847,0,1,0,1,0,0,0,0,0,1,0
8129,0,24,85647.87,11,0,71.88568,149.9621,6282.728539,1,0,0,0,1,0,1,0,0,0,0
8130,0,52,58120.56,6,1,71.44783,172.5104,6203.067904,1,0,0,0,0,1,1,0,0,0,0
8131,0,81,24835.35,10,0,67.99043,207.4811,6218.7988,0,1,0,1,0,0,0,0,1,0,0
8132,0,79,113254.1,19,2,63.25754,149.9621,5487.786212,1,0,0,1,0,0,0,0,0,0,1
8133,0,71,29226.84,15,1,49.39534,165.0182,4652.792551,1,0,0,0,1,0,1,0,0,0,0
8134,0,30,26412.67,14,1,55.63139,149.9483,4819.60719,1,0,0,1,0,0,0,1,0,0,0
8135,0,25,61257.0,13,1,71.12548,159.983,6386.654255,0,1,0,1,0,0,0,1,0,0,0
8136,0,31,44622.42,15,1,63.48369,152.4798,5677.324438,1,0,0,0,1,0,0,0,0,1,0
8137,0,43,65548.03,15,2,65.13371,129.9483,5999.863942,1,0,0,0,0,1,0,1,0,0,0
8138,0,30,117867.2,16,0,71.48941,137.4684,6233.66124,0,1,0,0,0,1,0,0,0,1,0
8139,0,36,23994.35,12,1,44.03142,242.6106,4839.958124,1,0,0,0,1,0,1,0,0,0,0
8140,0,39,23441.22,12,0,60.77973,200.1185,5917.686828,1,0,0,0,1,0,0,0,0,1,0
8141,0,32,61649.66,10,1,60.06981,152.4555,5934.44869,1,0,0,0,0,1,0,0,0,1,0
8142,0,65,11404.4,14,0,65.61856,169.9447,5761.002305,0,1,0,1,0,0,1,0,0,0,0
8143,0,70,25213.39,10,1,65.25094,212.6415,6236.771039,1,0,0,1,0,0,1,0,0,0,0
8144,0,40,25977.73,10,1,53.19577,182.49,4890.236009,1,0,0,0,0,1,1,0,0,0,0
8145,0,27,43778.76,7,0,54.55457,162.4713,4826.3573,1,0,0,0,1,0,1,0,0,0,0
8146,0,86,6550.77,14,0,69.66502,92.45514,6307.09359,1,0,0,1,0,0,0,1,0,0,0
8147,0,45,51257.19,14,0,43.51853,79.97886,3783.214553,0,1,0,0,0,1,0,0,0,1,0
8148,0,89,68319.38,15,2,69.60418,134.9509,5695.706857,1,0,0,0,1,0,0,1,0,0,0
8149,0,75,1785.94,13,0,70.66353,230.1051,6316.470196,1,0,0,1,0,0,0,0,0,1,0
